pid,id
ldpd:146381,3421064601
ldpd:146439,3511050402
ldpd:146527,3432050109
ldpd:147035,3421066101
ldpd:146695,3353040601
ldpd:146803,3355030101
ldpd:146767,3507080201
ldpd:146591,3555050102
ldpd:146429,3361010301
ldpd:146535,3302103601
ldpd:146569,3517050702
ldpd:146403,3516040201
ldpd:146789,3554040501
ldpd:146909,3434060301
ldpd:146869,3433030201
ldpd:146563,3356050106
ldpd:146769,3334040102
ldpd:146805,3546040701
ldpd:146457,3518060203
ldpd:146397,3537030201
ldpd:146395,3319010101
ldpd:146399,3527040101
ldpd:146753,3413031401
ldpd:146915,3533030102
ldpd:146883,3421060901
ldpd:146501,3526010201
ldpd:146541,3549070101
ldpd:146613,3553020101
ldpd:146903,3415040105
ldpd:146937,3421050101
ldpd:146589,3548020101
ldpd:147005,3408020101
ldpd:147029,3355030201
ldpd:146391,3305051101
ldpd:146393,3305050101
ldpd:146949,3305010117
ldpd:146465,3305050201
ldpd:146385,3414011201
ldpd:146389,3433040401
ldpd:146387,3405020201
ldpd:146531,3517050201
ldpd:146383,3302101501
ldpd:146893,3314010201
ldpd:146379,3504060101
ldpd:146775,3435010101
ldpd:146519,3302020112
ldpd:146633,3528030101
ldpd:146661,3345020601
ldpd:146945,3301030401
ldpd:146675,3311090601
ldpd:146419,3426030402
ldpd:146967,3433012302
ldpd:146441,3410030101
ldpd:146783,3517050604
ldpd:146657,3358020102
ldpd:146651,3537030202
ldpd:146437,3439020301
ldpd:146735,3536040701
ldpd:146407,3413051701
ldpd:146515,3301070301
ldpd:146663,3411030701
ldpd:147003,3515010801
ldpd:146553,3354040106
ldpd:146555,3407040103
ldpd:146881,3437020101
ldpd:146499,3301070501
ldpd:146607,3432040401
ldpd:146505,3323020101
ldpd:146997,3524010101
ldpd:146993,3512020201
ldpd:146995,3307050601
ldpd:146991,3435060108
ldpd:146711,3549071701
ldpd:147027,3311092201
ldpd:146925,3413051401
ldpd:146719,3739050101
ldpd:146621,3334040108
ldpd:146673,3507080502
ldpd:146933,3555040301
ldpd:146475,3413050201
ldpd:146745,3311080113
ldpd:146871,3307050101
ldpd:146473,3548010202
ldpd:146639,3343020101
ldpd:146593,3202030901
ldpd:146709,3536010122
ldpd:146981,3402010101
ldpd:146975,3511050103
ldpd:146793,3546060101
ldpd:146603,3410030501
ldpd:146449,3346050105
ldpd:146477,3353041001
ldpd:146533,3349040301
ldpd:146743,3301020103
ldpd:146865,3435060105
ldpd:147033,3361010201
ldpd:146905,3356010101
ldpd:146823,3304060101
ldpd:146677,3334040107
ldpd:146625,3432021402
ldpd:146857,3510030301
ldpd:146647,3434061001
ldpd:146545,3330021002
ldpd:147041,3549080201
ldpd:147043,3502040301
ldpd:146611,3556050203
ldpd:147039,3405080901
ldpd:147037,3429050201
ldpd:147031,3433030101
ldpd:146901,3311080114
ldpd:146497,3408020601
ldpd:146907,3302070301
ldpd:146507,3436010101
ldpd:146495,3557010901
ldpd:146685,3406041101
ldpd:146655,3334040104
ldpd:147025,3418050401
ldpd:146557,3426030701
ldpd:147023,3506040204
ldpd:147021,3549070701
ldpd:146649,3510030101
ldpd:146493,3307050901
ldpd:147019,3502050102
ldpd:146485,3515010301
ldpd:146487,3517010101
ldpd:146679,3549050301
ldpd:146489,3549050401
ldpd:147013,3311090701
ldpd:147015,3356050101
ldpd:147017,3418050201
ldpd:146481,3339030109
ldpd:147009,3554100601
ldpd:147001,3517050804
ldpd:146715,3421040101
ldpd:147007,3550030101
ldpd:146729,3433013701
ldpd:146469,3413052401
ldpd:146939,3536010102
ldpd:146463,3549071601
ldpd:146461,3406040801
ldpd:146935,3536010120
ldpd:146931,3414011001
ldpd:146459,3405081601
ldpd:146455,3405020501
ldpd:146849,3515040103
ldpd:146451,3514010501
ldpd:146453,3318010105
ldpd:146947,3528060201
ldpd:146943,3351021701
ldpd:146941,3550040103
ldpd:146447,3554020109
ldpd:146919,3524030302
ldpd:146917,3421061601
ldpd:146445,3405081301
ldpd:146913,3405020301
ldpd:146929,3433013601
ldpd:146431,3434010109
ldpd:146433,3556030107
ldpd:146435,3352030201
ldpd:146921,3536080101
ldpd:146923,3433010401
ldpd:146927,3434010106
ldpd:146423,3521030103
ldpd:146421,3514010201
ldpd:146425,3536010105
ldpd:146973,3301020101
ldpd:146863,3551010102
