"pid","id"
ldpd:286995,NYDA.1960.001.01077
ldpd:286992,NYDA.1960.001.03717
ldpd:286994,NYDA.1960.001.01709
ldpd:286983,NYDA.1960.001.02209
ldpd:286940,NYDA.1960.001.04544
ldpd:286874,NYDA.1960.001.01161
ldpd:286812,NYDA.1960.001.03169
ldpd:286850,NYDA.1960.001.01758
ldpd:286963,NYDA.1987.003.00121
ldpd:286832,NYDA.1960.001.00499
ldpd:286873,NYDA.1960.001.01106
ldpd:286933,NYDA.1960.001.01780
ldpd:286856,NYDA.1960.001.04332
ldpd:287110,NYDA.1960.001.03380
ldpd:287111,NYDA.1960.001.04762
ldpd:286834,NYDA.1960.001.02527V
ldpd:286842,NYDA.1960.001.02864
ldpd:286825,NYDA.1960.001.02537
ldpd:286847,NYDA.1960.001.00073
ldpd:286907,NYDA.1960.001.01325
ldpd:286836,NYDA.1960.001.00462
ldpd:286827,NYDA.1960.001.00799
ldpd:286953,NYDA.1960.001.04276
ldpd:286948,NYDA.1960.001.03254
ldpd:286917,NYDA.1960.001.01340
ldpd:286885,NYDA.1960.001.03741
ldpd:286966,NYDA.1987.003.00119
ldpd:286987,NYDA.1987.003.00012
ldpd:286984,NYDA.1960.001.01903
ldpd:286985,NYDA.1960.001.02951
ldpd:286950,NYDA.1960.001.03670
ldpd:286952,NYDA.1960.001.03231
ldpd:286959,NYDA.1960.001.00604
ldpd:286941,NYDA.1960.001.00838
ldpd:286954,NYDA.1960.001.00359V
ldpd:286999,NYDA.1960.001.02720
ldpd:286944,NYDA.1960.001.00717
ldpd:286976,NYDA.1960.001.02717
ldpd:286947,NYDA.1960.001.02410
ldpd:286955,NYDA.1960.001.02809
ldpd:286835,NYDA.1960.001.01533
ldpd:286981,NYDA.1960.001.03321
ldpd:286993,NYDA.1960.001.03808
ldpd:286932,NYDA.1960.001.02093
ldpd:286946,NYDA.1960.001.01641R
ldpd:286977,NYDA.1960.001.04248
ldpd:286868,NYDA.1960.001.04029
ldpd:286799,NYDA.1960.001.04507
ldpd:286975,NYDA.1960.001.03515
ldpd:286821,NYDA.1960.001.00873
ldpd:286839,NYDA.1960.001.03912
ldpd:286961,NYDA.1960.001.01970
ldpd:286860,NYDA.1960.001.03397
ldpd:286798,NYDA.1960.001.03352R
ldpd:286988,NYDA.1960.001.04000
ldpd:286980,NYDA.1960.001.03832
ldpd:286989,NYDA.1960.001.04094
ldpd:286996,NYDA.1960.001.04132
ldpd:286924,NYDA.1960.001.01977
ldpd:286945,NYDA.1960.001.03350
ldpd:286971,NYDA.1960.001.02104
ldpd:286913,NYDA.1960.001.04030
ldpd:286922,NYDA.1960.001.03763
ldpd:287255,NYDA.1960.001.03195
ldpd:287232,NYDA.1960.001.02225R
ldpd:287231,NYDA.1960.001.01211
ldpd:287316,NYDA.1960.001.04250
ldpd:287399,NYDA.1960.001.03109
ldpd:287321,NYDA.1960.001.02479
ldpd:287422,NYDA.1960.001.03002
ldpd:287363,NYDA.1960.001.04312
ldpd:287378,NYDA.1960.001.04099V
ldpd:287411,NYDA.1960.001.03985V
ldpd:287277,NYDA.1960.001.04747
ldpd:287126,NYDA.1960.001.00695
ldpd:287136,NYDA.1960.001.01940V
ldpd:287417,NYDA.1960.001.01515
ldpd:287309,NYDA.1960.001.04580
ldpd:287419,NYDA.1960.001.02944
ldpd:287264,NYDA.1960.001.04421
ldpd:287296,NYDA.1960.001.01322
ldpd:287261,NYDA.1960.001.02643
ldpd:287178,NYDA.1960.001.02854
ldpd:287265,NYDA.1960.001.00839
ldpd:287407,NYDA.1960.001.04646
ldpd:287348,NYDA.1960.001.00123
ldpd:287116,NYDA.1960.001.01495
ldpd:287252,NYDA.1960.001.01144
ldpd:287173,NYDA.1960.001.01420
ldpd:287345,NYDA.1987.003.00111
ldpd:287326,NYDA.1960.001.03362
ldpd:287276,NYDA.1960.001.02492
ldpd:287426,NYDA.1960.001.04624
ldpd:287300,NYDA.1960.001.00135
ldpd:287267,NYDA.1960.001.02605
ldpd:287361,NYDA.1960.001.01108
ldpd:287329,NYDA.1960.001.00064
ldpd:287380,NYDA.1960.001.01210
ldpd:287349,NYDA.1960.001.00817
ldpd:287245,NYDA.1960.001.04139
ldpd:287153,NYDA.1960.001.01450
ldpd:287360,NYDA.1960.001.03941
ldpd:287351,NYDA.1960.001.02867
ldpd:287218,NYDA.1960.001.02581
ldpd:287362,NYDA.1960.001.00491
ldpd:287250,NYDA.1960.001.02295
ldpd:287138,NYDA.1960.001.02696
ldpd:287425,NYDA.1960.001.02618
ldpd:287260,NYDA.1960.001.00239
ldpd:287235,NYDA.1960.001.03895
ldpd:287199,NYDA.1960.001.04685
ldpd:287386,NYDA.1960.001.01074
ldpd:287288,NYDA.1960.001.01749
ldpd:287132,NYDA.1960.001.01517
ldpd:287157,NYDA.1960.001.02716
ldpd:287282,NYDA.1960.001.03743
